441,216
216,353
216,441
1095,238
324,298
298,324
658,324
324,658
324,7569
422,382
382,422
402,991
1926,420
529,421
421,529
654,535
535,654
718,654
1918,654
654,1918
2475,774
774,2475
1420,993
993,1420
2487,1621
1621,2487
534,1
1,223
1,42
1,534
1,994
658,2
238,2
2,658
1615,4
534,21
21,534
1399,37
37,1399
129,40
84,42
42,84
299,84
1098,84
2481,84
848,84
419,84
84,848
84,299
84,1098
84,2481
84,610
2490,100
100,2490
422,109
109,422
1227,129
129,1225
536,149
149,536
714,238
355,238
1624,238
238,714
238,1624
1942,252
252,1942
422,274
274,422
1615,311
1940,324
1931,324
324,1940
324,1931
991,402
714,403
403,714
772,420
537,442
442,537
1227,470
1088,537
537,1088
654,718
1931,718
1615,996
996,1615
1227,7552
1936,1232
1232,1936
1624,1419
1615,1918
1232,1
1,1232
1225,2
1232,2
2,1225
2,1232
224,4
2492,4
4,1615
4,2492
537,16
16,537
609,48
7371,48
7402,48
270,48
7511,48
48,609
48,7371
48,7402
48,270
48,7511
7511,119
119,7511
1096,129
129,843
129,423
129,1412
129,564
467,149
149,467
1234,159
7402,159
159,1234
159,7402
7589,175
175,7589
1935,209
238,355
238,1095
1931,273
297,7552
610,311
311,610
7402,340
340,7402
1920,422
467,422
422,1920
422,467
442,7511
566,444
536,535
535,536
536,1623
716,566
566,716
1606,767
2494,775
775,2494
7511,7402
7402,7511
111,4
1415,4
718,4
4,1415
4,718
4,111
4,7582
7371,37
563,45
45,563
113,84
536,84
566,109
109,566
129,1097
129,1092
129,773
129,847
129,298
129,1408
382,181
181,382
1229,252
252,1229
535,339
339,535
500,340
340,1945
1938,341
341,1938
507,422
1419,422
422,1419
422,507
1419,436
912,534
534,912
534,7582
912,535
535,912
1623,536
2495,716
716,2495
1623,912
912,1623
1098,7589
1618,1226
1226,1618
1419,1624
1421,2
299,2
2,299
2,1421
148,4
567,4
1621,4
313,4
4,567
4,1621
4,313
148,16
16,23
16,148
2486,21
21,2486
109,31
31,109
610,37
45,44
149,45
45,149
313,48
850,48
48,313
48,850
324,84
7589,84
84,324
84,7589
175,89
89,175
187,106
106,187
119,662
313,148
148,313
313,175
175,313
401,181
181,401
507,187
187,507
775,293
293,775
7589,382
507,7589
609,508
508,609
1089,716
716,1943
716,1089
7589,775
1942,1
1,1942
716,4
4,716
567,16
16,567
446,44
662,44
44,420
44,45
44,446
44,445
44,340
45,89
324,72
181,72
447,72
568,72
72,324
72,447
72,568
72,181
445,84
84,445
181,109
109,181
662,119
325,121
121,325
444,159
159,1099
159,444
159,7589
325,209
1100,324
324,1100
340,1625
382,7589
851,442
442,851
442,7402
508,444
444,508
444,566
444,7589
446,445
445,446
508,7589
913,716
716,913
851,844
1,7589
1098,2
2499,2
2497,2
2,99
2,251
2,1098
2,2499
2,2497
139,4
1233,4
609,4
4,1233
4,609
4,7589
37,610
225,45
537,45
1947,45
1083,45
45,225
45,537
45,1947
45,1083
566,54
610,54
54,566
54,610
537,63
63,537
610,84
150,99
99,150
355,106
106,355
106,7582
382,108
108,382
111,7589
1946,119
119,1946
507,150
150,507
181,7582
850,187
187,850
1101,225
1619,225
225,1101
225,1619
505,237
913,237
237,505
237,913
355,299
299,355
473,355
355,473
610,402
402,610
1947,442
442,1947
443,2496
995,504
504,995
1234,662
662,1234
1221,851
851,1221
1405,1079
1079,1405
1950,1629
7413,1629
1949,1629
1629,1950
1629,7413
1629,1949
1629,7371
7413,1949
1949,7413
7413,1950
1950,7413
2487,7589
508,2
2,508
508,4
4,508
109,16
16,109
1422,23
108,31
42,7582
569,45
45,569
99,50
1628,84
84,1628
444,99
99,444
422,106
106,422
1951,108
108,1951
129,1231
129,1211
129,1080
129,908
129,500
129,1422
129,422
129,1414
129,1093
129,1410
129,910
129,201
129,659
129,1089
129,658
660,140
140,660
404,181
181,404
569,215
215,569
403,225
225,403
236,273
508,339
914,339
339,508
339,914
537,340
340,537
443,353
654,382
660,401
401,660
536,422
422,536
2491,443
443,2491
563,444
1630,444
444,1630
716,654
654,716
2,263
4,365
63,16
16,63
1620,74
74,1620
129,88
225,106
536,106
106,225
106,536
999,109
129,1223
129,1079
129,1411
129,252
1951,149
660,149
531,149
149,531
149,1951
149,660
473,150
150,473
405,181
181,405
181,7589
234,225
225,263
225,234
225,7413
355,263
263,355
1101,353
353,1101
1101,356
356,1101
1628,404
569,405
531,405
444,405
405,569
405,531
405,444
441,2501
444,563
999,473
473,999
1633,531
531,1633
776,533
533,776
1633,568
568,1633
1630,716
716,1630
1612,717
717,1612
775,7589
1633,850
850,1633
2,65
654,4
538,4
570,4
4,562
4,654
4,570
293,23
404,33
50,35
37,1926
716,45
2502,45
570,45
45,2502
45,716
45,1623
45,1943
1236,50
1932,50
263,50
50,1236
50,1932
1616,84
84,1616
996,97
660,99
567,101
101,842
109,999
293,119
119,293
129,159
129,149
129,1213
129,845
129,401
129,987
129,470
129,772
129,1418
129,1086
129,997
129,713
216,140
299,150
150,299
274,167
167,274
999,181
181,999
272,216
216,272
2503,225
442,225
225,2503
225,442
273,236
1236,263
1100,263
263,1100
263,1236
273,1931
1002,326
326,1002
1002,341
341,1002
444,355
355,444
424,382
382,424
1956,404
661,404
404,661
404,1956
404,424
404,1628
507,405
405,507
537,424
424,537
2501,441
1630,442
442,1630
538,536
536,538
1101,570
570,1101
844,1234
1405,850
850,1405
1633,7327
534,4
326,4
341,4
4,534
4,326
4,341
850,16
154,16
16,850
16,154
175,45
45,175
169,48
1235,48
109,48
48,1235
48,109
48,169
48,1420
84,63
63,84
106,84
909,84
1423,84
339,84
1100,84
609,84
500,84
718,84
84,106
84,909
84,1423
84,339
84,609
84,1100
84,500
84,718
101,567
129,167
129,846
129,537
129,1096
154,270
154,340
404,175
175,404
225,224
224,225
505,293
293,505
1102,324
909,326
342,326
339,326
326,909
326,342
326,339
916,339
1626,339
339,1626
339,916
342,447
1415,356
468,356
356,1415
356,468
909,404
424,404
444,404
1959,404
2506,404
473,404
404,909
404,444
404,1959
404,2506
404,473
909,405
468,405
405,909
405,468
999,447
447,999
1102,501
501,1102
772,1000
1960,909
909,1960
2504,1232
1232,2504
1625,7552
63,2
1957,2
1635,2
2,63
2,1957
2,1635
2,915
912,42
234,45
850,45
45,234
45,850
45,1634
382,84
224,84
84,382
84,224
535,109
109,535
341,139
167,139
1083,139
139,341
139,167
139,1083
467,154
154,467
326,175
175,326
194,1955
1405,215
215,1405
1103,239
571,239
915,239
239,1103
239,571
239,915
1953,324
612,324
324,1953
324,612
1944,340
340,1944
340,1001
568,341
341,568
612,365
851,422
1625,445
612,536
536,612
773,563
563,773
571,1103
1960,850
850,1960
1104,915
915,1104
7372,2493
2493,7372
1952,1
2,777
917,4
2511,4
4,501
4,917
4,1634
4,2511
569,10
10,569
353,16
341,16
16,353
16,341
1100,75
138,84
507,84
84,1417
84,507
1405,88
88,1405
109,215
2510,139
2507,139
663,139
139,663
139,2510
139,2507
167,1964
473,215
215,473
324,1102
850,341
341,850
341,1224
353,1102
405,356
539,356
356,539
713,365
717,365
365,713
365,717
365,612
1002,382
382,1002
851,444
444,851
1425,500
500,1425
716,502
1965,536
536,1965
2510,1105
106,4
4,106
2519,10
139,10
719,10
7438,10
10,2519
10,139
10,719
10,7438
16,7438
2520,21
21,916
21,2520
33,45
404,45
366,45
719,45
1424,45
45,570
45,404
45,366
45,719
45,1424
568,48
48,568
404,84
853,84
1417,84
84,404
84,853
2521,119
119,2521
129,1403
154,131
131,154
2509,139
2518,139
2514,139
2515,139
139,2518
139,327
139,2509
139,2514
139,2515
511,150
150,511
340,154
154,441
1966,181
181,1966
1426,311
311,1426
1001,340
447,342
2512,355
355,2512
1238,441
1237,441
441,1238
441,1237
2500,442
442,2500
502,468
1237,536
536,1237
852,539
539,852
1962,611
2505,611
915,611
611,1962
611,2517
611,2505
611,1104
611,915
1622,913
913,1622
2516,1104
1104,2516
1635,1105
1105,1635
181,2
181,4
536,4
918,4
4,181
4,536
4,918
510,10
249,10
1636,10
1967,10
10,510
10,249
10,1636
10,1967
442,16
16,442
181,21
37,21
21,37
21,181
48,475
850,65
1417,75
75,1417
169,131
131,169
131,353
131,607
2522,139
139,718
139,2522
150,666
365,169
169,365
568,182
182,568
2523,250
250,2523
994,252
252,994
713,299
299,713
664,340
340,664
7372,356
356,7372
1969,365
365,1969
468,425
425,468
1103,571
1104,611
2517,611
1638,612
612,1638
1638,719
719,1638
1967,1636
1636,1967
131,4
4,131
65,16
16,1640
45,7589
1948,50
50,1948
65,850
216,75
918,75
75,216
75,918
501,121
129,236
129,504
129,771
129,1081
2526,137
852,137
137,2526
328,139
139,328
425,154
154,425
447,169
169,447
506,201
298,201
568,201
201,568
473,223
223,473
920,226
1084,252
1101,328
328,1101
468,502
533,502
1639,539
1093,609
920,918
918,920
1107,4
4,1107
1640,16
223,16
16,223
31,65
42,7438
1107,45
45,1107
1239,48
48,1239
1417,50
50,1417
328,54
54,328
568,75
75,568
328,109
109,328
121,501
129,1217
129,1216
129,503
129,7550
720,139
713,139
327,139
139,713
139,720
182,149
149,182
660,182
841,182
182,841
1921,217
328,217
911,217
368,217
401,217
2525,217
217,1921
217,911
217,368
217,328
217,401
217,2525
327,7373
921,340
340,921
368,367
1638,367
367,368
367,1638
447,1971
568,511
612,511
511,568
511,612
7438,715
715,7438
1642,4
1109,4
4,1109
4,1642
1428,50
1106,54
54,1106
1642,99
149,99
99,1642
99,149
715,106
106,715
1428,109
109,1428
129,565
2527,137
844,137
137,844
137,2527
1641,139
139,1641
367,155
327,155
155,367
155,327
366,182
182,366
7423,239
239,7423
383,327
1240,327
327,1240
327,383
472,328
911,328
1964,328
328,472
328,911
328,1964
436,1419
994,439
1971,447
2529,529
529,2529
922,715
715,922
1914,911
911,1914
2528,1428
1428,2528
236,2
915,2
2,119
2,7400
2,236
37,4
661,4
4,777
4,661
187,16
16,187
37,97
365,50
368,54
914,54
54,368
54,914
169,75
328,75
75,169
75,328
328,106
106,328
922,109
109,922
169,149
155,149
217,149
149,169
149,217
149,155
175,169
1003,169
668,169
169,175
169,668
169,1003
713,182
236,182
182,713
182,236
529,193
193,529
201,298
1235,217
1973,217
382,217
217,1235
217,1973
217,382
235,7400
2532,236
383,236
1973,236
922,236
365,236
529,236
236,383
236,1973
236,922
236,365
236,529
236,2532
1104,239
239,1104
447,328
661,328
1235,328
328,661
328,447
328,1235
2463,340
340,2463
382,368
368,382
442,1106
1210,529
529,1210
532,7400
568,657
1644,657
657,2452
657,1644
7373,668
668,7373
7508,922
922,7508
182,2
1977,2
2,182
2,1977
437,4
236,4
367,4
4,367
21,45
299,48
48,299
1974,50
50,1974
1648,74
367,74
74,1648
99,1619
669,109
109,669
568,130
217,130
130,217
669,131
131,669
1644,140
140,1644
442,182
920,182
217,182
182,442
182,660
182,920
182,217
1616,216
216,1616
226,920
236,293
239,1110
343,252
252,343
252,1084
1648,367
383,367
367,1648
367,383
715,383
1647,383
383,715
383,1647
669,437
437,669
721,441
441,721
442,1637
669,474
474,669
668,536
536,668
2452,657
2533,663
663,2533
2489,1084
1084,2489
1978,1977
1977,1978
4,1398
657,37
37,657
1241,50
50,1241
154,106
106,154
668,109
109,668
718,139
217,175
175,217
778,182
367,182
182,367
182,778
339,298
298,339
1625,340
1001,368
368,1001
437,1979
1924,657
657,1924
2534,669
669,2534
2,1929
910,4
1636,4
88,4
4,910
4,1003
4,88
4,1636
779,16
16,779
1004,21
669,21
21,1004
21,669
140,31
31,140
403,50
1975,50
1004,50
50,1975
1975,84
84,1975
509,106
106,509
779,109
109,779
343,121
121,343
1635,130
130,1635
473,182
382,182
609,182
323,182
182,609
182,473
182,382
182,323
323,226
720,226
226,323
226,720
1645,239
1972,239
239,1645
239,1972
1241,323
323,1241
1004,382
918,382
382,1004
1106,442
1980,475
1921,715
715,1921
1232,1643
1981,1423
1423,1981
1976,1929
1929,1976
1239,4
466,4
1003,4
1108,4
4,1239
1983,16
45,16
226,16
16,1983
16,45
16,226
130,21
779,31
297,37
44,1429
663,50
50,663
145,99
99,145
472,106
660,106
106,472
106,660
383,130
130,383
1241,131
131,1241
150,660
534,181
663,217
217,663
613,226
1004,226
7373,226
226,1004
226,613
226,7373
448,239
239,448
1241,299
299,1241
1108,423
423,1108
720,437
437,720
439,994
2537,467
467,2537
475,474
474,475
475,1980
1001,573
573,1001
611,665
1108,614
1241,663
663,1241
1103,665
665,1103
2527,1401
7373,2536
2536,7373
2,7508
777,4
202,4
4,202
4,1108
4,711
121,16
16,121
37,297
2541,45
45,202
45,2541
442,50
50,406
50,442
1984,65
65,1984
65,1933
467,75
75,467
722,109
109,722
322,129
139,572
565,149
149,565
7498,154
154,7498
507,182
182,507
722,193
193,722
1651,217
217,1651
217,406
447,341
341,447
855,343
343,855
1243,368
368,1243
1235,472
472,1235
1985,507
507,1985
2539,513
1978,513
513,2539
513,1978
529,1221
1243,609
609,1243
665,611
614,1108
1615,1218
1243,7508
2540,1622
1622,2540
1985,1984
1984,1985
37,570
42,924
715,44
100,50
90,50
50,100
50,90
535,102
563,237
237,563
568,298
298,568
923,448
2538,467
467,2538
1241,538
1210,921
921,1210
3774,4
4,3774
225,10
10,225
383,50
50,383
50,365
2544,65
65,2544
775,75
75,775
102,856
383,106
106,383
182,181
181,182
1935,298
298,1935
715,312
1103,448
448,1103
2546,470
470,2546
669,574
574,669
1974,718
718,1974
1106,1107
507,1
1,472
1,507
91,2
1992,10
1430,10
1988,10
478,10
10,217
10,1992
10,1430
10,478
10,1988
781,16
88,16
16,781
16,88
470,23
613,44
44,613
234,54
234,91
91,200
91,234
91,469
102,97
97,102
1990,102
1005,102
1244,102
102,1005
102,1244
102,1990
1431,109
109,1431
2549,130
130,2551
130,1430
130,2549
234,200
406,217
234,469
720,252
252,720
720,343
343,1991
343,720
2547,383
383,2547
511,403
851,403
403,406
403,511
403,851
536,406
406,536
1431,478
920,478
478,920
478,1431
2548,509
509,2548
608,995
667,611
780,611
611,667
611,780
720,718
718,720
856,2543
2542,920
920,2542
2513,1104
1104,2513
7373,1988
1988,7373
472,1
1398,4
664,4
4,1091
4,664
2558,10
226,10
10,2558
10,226
2556,16
16,2556
401,31
226,45
182,50
226,50
721,50
576,50
50,182
50,226
50,721
50,576
1430,54
2557,54
54,1430
54,2557
856,102
217,109
272,129
477,138
138,477
540,148
148,540
403,150
1647,150
150,403
150,1647
226,181
181,226
1994,217
476,217
217,1994
217,476
299,226
1655,226
226,299
226,1655
1958,239
2535,239
239,1958
239,2535
721,297
1991,343
472,353
1992,403
1430,403
403,1992
403,1430
442,1218
502,7552
608,504
504,608
856,575
995,608
720,1979
7449,775
775,7449
2543,856
1931,1987
217,2
1998,2
2,217
2,1998
2001,16
2565,16
16,75
16,2001
16,2565
45,31
159,42
1921,44
183,45
45,183
1657,57
57,1657
719,75
75,1100
75,719
841,90
90,841
7546,91
467,101
540,101
101,467
101,540
1247,102
102,1247
182,106
106,182
109,217
1998,145
145,1998
478,150
2564,150
1999,150
150,478
150,2564
150,1999
182,175
175,182
2000,181
2566,181
181,2000
181,2566
3774,182
182,3774
449,217
217,449
1996,224
384,224
1997,224
1994,224
224,1996
224,384
224,1997
224,1994
1399,273
273,282
273,1399
478,357
1660,476
1111,476
476,1660
476,1111
854,539
539,854
1659,540
540,1659
7550,576
576,7550
7546,720
926,768
768,926
1244,926
926,1244
2000,1222
1222,2000
3774,1247
1247,3774
7546,1654
1999,1658
1658,1999
42,2
473,2
2,42
2,473
572,4
449,4
4,45
54,10
10,54
10,140
449,16
16,449
31,779
37,140
445,44
100,44
44,100
44,1921
7394,50
102,54
226,54
54,102
54,226
130,65
1662,65
65,130
65,1662
7394,75
75,7394
781,101
779,101
1248,101
101,781
101,779
101,1248
1434,102
102,1434
2572,130
1659,130
540,130
130,2572
130,1659
130,926
130,540
7394,137
137,7394
2568,140
140,2568
1248,145
145,1248
148,380
926,149
1969,149
226,149
149,1969
149,226
2545,150
150,2545
424,183
183,424
1955,194
357,202
986,202
540,202
1921,202
1433,202
2004,202
202,357
202,986
202,540
202,1921
202,1433
202,2004
1653,224
2570,224
224,1653
224,2570
1432,226
7524,226
615,226
2553,226
226,1432
226,7524
226,2553
226,615
239,2562
1236,283
283,1236
324,1934
7373,327
782,357
661,357
357,782
357,661
357,478
1659,423
423,1659
